37	PwC	瀑布图+桥接	利润变动桥接	2	2	2	2	2	10	瀑布桥接+驱动因素+reading_path 三层叙事，字段完整
38	Deloitte	2x2矩阵	技术采用优先级	0	2	1	2	2	7	与行28高度同构（2x2+四象限+策略定位），独特性低
39	Accenture	柱状图	AI 采用行业成熟度对标	1	2	2	2	2	9	分组柱+AI采用对标，领域组合独特但模式常见
40	BCG	瀑布图	价值创造桥BCG	1	2	1	2	2	8	与行37同构（瀑布+从左到右累积），仅领域不同
41	Bain	并购协同效应	并购价值创造协同效应拆解堆叠条	2	2	2	2	2	10	堆叠条+预期实际对比+三层 reading_path，经典且独特
42	KPMG	矩阵表	风险热力评估	0	2	0	1	2	5	字段严重不足，title/narrative 过于泛化
43	McKinsey	条形 Mekko	区域市场体量 Mekko 条形图	2	2	2	2	2	10	Mekko 图+条宽=体量+内=构成，经典且独特
44	Bain	折线图	忠诚飞轮Bain	1	2	1	2	2	8	飞轮效应叙事独特，但折线图+时间趋势模式常见
45	PwC	面积图	全球娱乐媒体市场	1	2	1	2	2	8	堆叠面积+市场细分，模式常见但领域组合有一定独特性
46	Forrester	柱状图	技术采用预测	0	2	0	1	2	5	字段严重不足，annotation/composition 无实质内容
47	Accenture	气泡图	元宇宙准备度	0	2	1	2	2	7	与行26/36/49高度同构（气泡+四象限+领先标注），独特性低
48	McKinsey	柱状图	数字化转型价值	1	2	1	2	2	8	横向排序+价值创造叙事，但柱状图排序模式常见
49	McKinsey	气泡图	市场吸引力	0	2	1	2	2	7	与行26/36/47高度同构（气泡+四象限），独特性低
50	KPMG	2x2 矩阵	供应链风险-影响评估矩阵	1	2	2	2	2	9	2x2+供应链风险+应对策略，领域组合独特
51	Deloitte	柱状图	科技支出	0	2	0	1	2	5	纯排行榜，字段严重不足，与行27同构
