37	PwC	瀑布图+桥接	利润变动桥接	2	2	2	2	2	10	瀑布桥接+驱动因素+reading_path 三层叙事，字段完整
38	Deloitte	2x2矩阵	技术采用优先级	0	2	1	2	2	7	与行28高度同构（2x2+四象限+策略定位），独特性低
39	Accenture	柱状图	AI 采用行业成熟度对标	1	2	2	2	2	9	分组柱+AI采用对标，领域组合独特但模式常见
40	BCG	瀑布图	价值创造桥BCG	1	2	1	2	2	8	与行37同构（瀑布+从左到右累积），仅领域不同
41	Bain	并购协同效应	并购价值创造协同效应拆解堆叠条	2	2	2	2	2	10	堆叠条+预期实际对比+三层 reading_path，经典且独特
42	KPMG	矩阵表	风险热力评估	0	2	0	1	2	5	字段严重不足，title/narrative 过于泛化
43	McKinsey	条形 Mekko	区域市场体量 Mekko 条形图	2	2	2	2	2	10	Mekko 图+条宽=体量+内=构成，经典且独特
44	Bain	折线图	忠诚飞轮Bain	1	2	1	2	2	8	飞轮效应叙事独特，但折线图+时间趋势模式常见
45	PwC	面积图	全球娱乐媒体市场	1	2	1	2	2	8	堆叠面积+市场细分，模式常见但领域组合有一定独特性
46	Forrester	柱状图	技术采用预测	0	2	0	1	2	5	字段严重不足，annotation/composition 无实质内容
47	Accenture	气泡图	元宇宙准备度	0	2	1	2	2	7	与行26/36/49高度同构（气泡+四象限+领先标注），独特性低
48	McKinsey	柱状图	数字化转型价值	1	2	1	2	2	8	横向排序+价值创造叙事，但柱状图排序模式常见
49	McKinsey	气泡图	市场吸引力	0	2	1	2	2	7	与行26/36/47高度同构（气泡+四象限），独特性低
50	KPMG	2x2 矩阵	供应链风险-影响评估矩阵	1	2	2	2	2	9	2x2+供应链风险+应对策略，领域组合独特
51	Deloitte	柱状图	科技支出	0	2	0	1	2	5	纯排行榜，字段严重不足，与行27同构
1	Bain	河流图	客户生命周期	1	2	1	1	2	7	河流图+生命周期组合有一定价值但Bain客户生命叙事模式较常见，字段偏模板化
2	KPMG	瀑布图	利润变化	1	2	1	1	2	7	经典瀑布利润桥接，咨询常用但信息密度一般，annotation/composition 填充感强
3	IDC	气泡图	IoT平台	1	1	1	1	2	6	气泡四象限模式常见，IoT主题窄但模式可迁移，字段信息量偏少
4	Forrester	气泡图	B2B数字体验	1	1	1	1	2	6	与#3高度同构（气泡+四象限+领先标注），仅主题不同，独特性低
5	Forrester	漏斗图	企业软件采购转化漏斗	2	2	1	1	1	7	漏斗图+B2B转化组合独特，可复用性高，但字段格式不统一（非标准composition/typography）
6	BCG Growth-Share	气泡图	BCG增长-份额矩阵	2	2	2	2	2	10	经典BCG矩阵，字段完整且每个都有实质设计指导，直接可消费
7	GoogleScholar	h指数演变	学者影响力追踪	2	1	1	1	1	6	h指数+面积图组合独特但学术场景窄，字段格式非标准，下游需补充
8	城市设计	柱状图	绿化率	0	1	0	0	2	3	纯模板条：horizontal bar+降序+TOP标注，与#14/#17/#24/#27/#30/#32高度雷同
9	IFPRI	热力地图	全球饥饿指数热力图	2	2	2	2	1	9	热力地图+GHI指数组合独特，色彩叙事清晰，但render_target为nature-figure需注意
10	Nutrition	饼图	每日营养摄入结构	0	2	0	0	2	4	饼图+占比是最基础组合，字段全模板填充，无独特设计指导
11	CFR	蝴蝶图	中美科技竞争	2	2	2	2	1	9	蝴蝶图+对称对比组合独特，蓝红色彩叙事强，信息密度高，但nature-figure非标准下游
12	OpenLayers	矢量地图	多源地理数据叠加	2	1	1	1	1	6	矢量地图叠加场景独特但极窄，字段偏技术描述缺乏设计指导
13	未来产业	柱状图	研发投入	0	1	0	0	2	3	与#8同构：horizontal bar+降序+TOP标注，仅换主题和色板
14	BP	饼图	全球一次能源结构	1	2	1	1	1	6	饼图+能源结构组合比#10略好（有年度变化标注），但仍是基础类型
15	招聘	折线图	求职热度	0	1	0	0	2	3	折线+时间轴+拐点标注纯模板，与#16/#25/#26/#45同构
16	海关	柱状图	进出口额	0	1	0	0	2	3	与#8/#13同构：horizontal bar+降序+TOP标注，模板填充
17	IAEA	柱状图	全球核能发展	1	1	1	1	2	6	竖向条+双栏组合稍有差异，核能主题窄但字段略优于纯模板
18	JD Logistics	柱状图	仓储自动化率vs人工分拣效率	2	2	2	2	2	10	并列对比+自动化ROI叙事完整，字段充实且直接可消费，咨询级参考
19	Flexport Trade	桑基图	中美贸易关税影响路径	2	2	1	2	1	8	桑基图+贸易流组合独特，设计感强，但字段格式非标准需补充
20	CF40	瀑布图	稳增长	0	1	0	0	2	3	与#2同构：瀑布+驱动因素+最大驱动标注，模板填充
21	Nature Climate Adaptation	面积图	气候适应投资缺口趋势	2	1	1	1	1	6	面积图+缺口趋势组合独特，但场景窄，字段非标准格式
22	NASA GISS	全球温度异常热力日历	月度温度异常1880-2024	2	1	2	2	1	8	热力条纹/Warming Stripes是经典可视化，信息密度高，但render_target需确认
23	制造	柱状图	制造业PMI子项	0	1	1	0	2	4	与#8同构但荣枯线标注有微创新，仍偏模板
24	MIT	折线图	AI能力进展	1	1	1	1	2	6	折线+AI进展组合常见，字段偏模板，仅突破标注略有差异
25	汽车金融	折线图	渗透率	0	1	0	0	2	3	与#15同构：折线+时间轴+拐点标注，纯模板
26	人形机器人	柱状图	融资规模	0	1	0	0	2	3	与#8/#13/#16同构：horizontal bar+降序+TOP标注
27	World Bank Open	气泡图	全球国家发展水平三维对比	1	2	1	1	1	6	Gapminder经典模式，可复用性高但独特性一般（已被广泛复制）
28	CreditSuisse	瀑布图	财富变化	0	1	0	0	2	3	与#2/#20同构：瀑布+变动因素+最大变动标注
29	水泥	柱状图	水泥产量	0	1	0	0	2	3	与#8同构：horizontal bar+降序+TOP标注，均值标注微差异
30	Hurun Report	柱状图	全球独角兽城市分布排行	1	2	1	1	2	7	柱状+城市排行有可复用性，字段略优于纯模板（数量+占比双标注）
31	心理	柱状图	睡眠质量	0	1	0	0	2	3	与#8同构：horizontal bar+降序，仅主题不同
32	NYT/Malofiej	点密度地图	美国枪支暴力地图	2	1	2	2	0	7	金奖作品参考价值极高，但字段格式完全非标准，下游无法直接消费
33	Cesium	3D地球	全球数据3D可视化	2	0	1	1	1	5	3D地球场景极独特但几乎不可复用，且ECharts原生不支持3D地球
34	BCG Insurance	堆叠构成	保险产品利润结构	1	2	1	1	1	6	堆叠构成+利润分解组合常见但可复用，字段非标准格式
35	FDA	2x2矩阵	医疗器械风险分类矩阵	2	2	2	2	1	9	2x2矩阵+四象限分类经典组合，字段完整信息密度高，但nature-figure非标准
36	CHS	气泡图	DRG改革	1	1	1	1	2	6	与#3/#4同构：气泡+四象限+领先标注，DRG主题窄
37	GSMA	移动数据流量堆叠面积图	全球移动数据流量按技术代际演变	2	2	1	2	2	9	堆叠面积+代际迁移叙事独特，字段有实质信息，下游可消费
38	Mass Spec	气泡图	蛋白质组学鉴定矩阵	2	0	1	1	1	5	气泡图+质谱场景极窄，几乎无复用场景，信息密度一般
39	Airbnb	旅行偏好变迁	住宿类型偏好演变分组条	2	2	2	2	2	10	分组条+偏好变迁叙事完整，阅读路径设计精巧，字段充实直接可消费
40	DALL-E	热力图	提示词-图像一致性矩阵	2	1	1	1	1	6	热力图+AI生成评估组合独特，但AI研究场景窄，字段非标准
41	Cloud	柱状图	云计算市场份额	1	2	1	1	2	7	柱状+市场份额+增速双标注有复用价值，略优于纯模板
42	Plan International	旭日图	儿童权益保护嵌套	2	1	1	1	1	6	旭日图+分层嵌套组合独特，公益场景窄，字段非标准
43	Tesla	折线图	交付量季度突破	1	1	1	1	1	5	折线+交付量组合常见，字段略优于纯模板（有爆发叙事），但render_target非标准
44	Media Tech	折线图	短视频用户时长	0	1	0	0	2	3	与#15同构：折线+时间轴+最长标注，纯模板
45	PE VC	热力图	赛道景气度矩阵	2	2	1	1	2	8	热力图+景气度矩阵组合独特，投资赛道复用性高，字段基本可消费
46	Streamlit	柱状图	数据应用开发效率	1	1	1	1	2	6	分组柱状+效率对比稍有差异，但场景窄，字段非标准
47	Azure Maia	雷达图	自研AI芯片能力评估	2	1	1	1	1	6	雷达图+芯片五维评估组合独特，但AI芯片场景极窄
48	TNC	面积图	土地保护面积趋势	1	1	1	1	1	5	堆叠面积+保护趋势组合常见，公益场景窄，字段非标准
49	社区	柱状图	社区团购	0	1	0	0	2	3	与#8同构：horizontal bar+降序+TOP标注
50	Telecom	并列比较	5G技术路线对比	2	2	1	1	2	8	并列比较+技术路线对比组合独特，可复用性高，字段基本可消费
1	Nature Ecology	点图	物种数量随栖息地类型分布	2	2	2	2	1	9	点图+中位数排序+异常值，Nature学术风格，设计指导充分
2	国企	柱状图	国企利润	0	2	1	1	2	6	CT-01水平柱降序标准模板，与多条高度雷同
3	文化	柱状图	文化输出	0	2	1	1	2	6	同CT-01水平柱模式，仅source和配色不同
4	Altmetric	论文社会影响力散点图	论文学术引用vs社会媒体关注	2	2	2	2	1	9	气泡散点+象限影响力类型，独特叙事组合
5	浙江数据局	折线图	浙江政务服务网活跃度	1	1	1	1	2	6	政务主题折线，叙事较泛，蓝紫渐变无特殊指导
6	Red Hat	堆叠条	混合云采用动机分解	1	2	1	1	2	7	堆叠条分解动机，模式可迁移但设计指导偏薄
7	HR	热力图	员工满意度热力	1	2	1	1	2	7	部门x维度矩阵热力，可复用高但annotation偏泛
8	GSMA Intel	折线图	5G渗透率趋势	1	2	1	1	1	6	渗透率折线+拐点标注，常见趋势图模式
9	人形机器人	柱状图	企业布局	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
10	地热	折线图	地热供暖	0	1	1	1	2	5	标准折线时间轴+拐点，无独特设计价值
11	VisualCap	树图	全球财富	1	2	1	1	2	7	树图较罕见，但本条内只有一条树图，设计指导偏薄
12	SOC2	安全控制评估	SOC2合规性	2	1	1	1	1	6	Harvey Ball独特图表类型，但可复用面窄
13	统计	雷达图	发展质量	1	2	1	1	2	7	六维雷达+短板标注，标准雷达模式
14	Clarksons	折线图	新船订单	0	1	1	1	2	5	标准折线时间轴，与地热供暖高度雷同
15	Staking	质押收益分析	PoS收益评估	1	2	1	1	1	6	气泡散点+收益风险，有一定独特性但信息密度一般
16	自动驾驶	柱状图	无人出租	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
17	HR	气泡图	薪酬vs绩效九宫格	2	2	2	2	2	10	九宫格气泡+任职年限，设计指导完整且独特
18	生物制造	瀑布图	发酵效率	1	2	1	1	2	7	瀑布图效率提升，模式可迁移
19	MarTech	柱状图	营销渠道ROI	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
20	Tourism	气泡图	旅游消费力分布	1	2	1	1	2	7	气泡+四象限，标准模式但场景可迁移
21	数字美元	雷达图	CBDC方案对比评估	1	2	1	1	1	6	五边形雷达+方案评级，设计指导偏薄
22	信通院	柱状图	数字经济规模	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
23	Airbyte	瀑布图	数据集成成本拆解	1	2	1	1	1	6	瀑布图+品牌配色，有一定独特性
24	数字营销	面积图	流量来源	0	1	1	1	2	5	标准堆叠面积时间轴，与地热折线高度雷同
25	Restaurant	饼图	餐厅成本结构	0	2	1	1	2	6	标准饼图+行业均值标注，常见模式
26	第一财经	折线图	宏观经济指标月度趋势	1	2	2	1	1	7	红系配色+基准线+解读标注，信息密度较好
27	Rockefeller Fdn	漏斗	影响力投资筛选路径	2	2	1	1	1	7	漏斗图+筛选标准，图表类型独特
28	Salesforce	客户留存桑基	客户留存流向桑基图	2	2	2	2	1	9	桑基图唯一一条，流向+转化+配色语义清晰
29	重庆市统计局	制造业转型升级路径图	传统制造到智能制造转型路径	1	1	1	1	1	5	SVG flow路径图，设计指导不够具体
30	Nature MI	雷达图	AI医疗影像算法评估	1	2	2	2	2	9	Nature级别+人医对比+五维评估，设计指导充分
31	微服务	柱状图	服务拆分	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
32	Datawrapper	堆叠柱状图	欧洲各国能源来源结构对比	2	2	2	2	1	9	紫灰棕绿能源语义配色+跨国并列，设计指导充分
33	EIU	雷达图	民主维度	1	2	1	1	2	7	五维雷达+短板标注，标准雷达模式
34	Public Sector	瀑布图	财政收支变化驱动	1	2	1	1	2	7	瀑布图收支拆解，模式可迁移到任何财务场景
35	数字孪生	瀑布图	降本增效	0	2	1	1	2	6	瀑布图+改善因素，与财政收支瀑布高度雷同
36	Global Forest Watch	毁林警报热力日历	卫星监测毁林事件日度热力	2	2	2	2	1	9	日历热力图唯一一条，信息密度高+政策事件标注
37	GDP	柱状图	人均GDP	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
38	EdSurge	气泡图	学习效果	1	2	1	1	2	7	气泡四象限+成绩/参与/留存三维，标准模式
39	彭博	candlestick图	美股K线走势	2	1	2	2	2	9	K线图唯一一条，金融专业图表+OHLC指导完整
40	THE	研究影响力评估	大学研究产出	1	2	1	1	1	6	散点+四分线，有一定独特性但annotation偏薄
41	BCG Strategy	时间线路线图	企业五年战略规划	2	2	2	2	1	9	BCG级路线图+阶段色块+里程碑+价值曲线，设计指导极充分
42	TomTom Traffic	柱状图	城市交通排名对比	1	2	1	1	1	6	横向条+拥堵排名，品牌配色有一定特色
43	JohnDeere	精准农业热力	农田产量差异	2	2	2	2	2	10	农业热力+奶油底+差异原因标注，场景独特且设计指导完整
44	Refinitiv	气泡图	新兴市场债	1	2	1	1	2	7	气泡四象限+风险标注，标准模式
45	预期寿命	柱状图	各省寿命	0	2	1	1	2	6	CT-01水平柱降序，与多条雷同
46	Box Office Mojo	柱状图	全球票房Top10分区域对比	1	2	2	1	2	8	并列柱+中国票房红色标注，信息密度较好
47	National Geographic	分层流向地图	帝王蝶迁徙路径	2	1	2	2	1	8	Malofiej金奖级+温度带+威胁区叠加，但地图类可复用面窄
48	顺丰科技	物流时效箱线图	各线路配送时效分布	2	2	2	2	1	9	箱线图唯一一条+异常值标注+统计分布，设计指导充分
49	UNDP	雷达图	人类发展指数评估	1	2	1	1	2	7	五维雷达+提升空间标注，标准雷达模式
50	私募	气泡图	投资回报	0	2	1	1	2	6	气泡四象限标准模式，与EdSurge/Refinitiv高度雷同
7309	中国数据要素×	雷达图	数据要素市场化进展评估	2	2	2	2	2	10	多维市场化雷达，字段完整且独特，五维评估模型可直接复用
13381	DevOps	雷达图	研发效能	1	2	1	1	2	7	雷达图+DevOps效能组合常见，但字段精简可消费
1606	Skift	堆叠面积图	旅行方式演变	2	2	2	2	2	10	blenforcement趋势叙事独特，三色分类清晰，字段完整
4532	Frost	阶梯图	技术采用S曲线	1	2	1	1	2	7	S曲线阶梯常见，但叙事简洁可复用
2618	Tesla IR	甘特图	各工厂产能爬坡与交付	2	1	2	2	2	9	特斯拉工厂甘特图独特，字段完整但仅适用于产能跟踪场景
3757	Nature Medicine	瀑布图	肿瘤患者最佳疗效瀑布	2	2	2	2	2	10	医学瀑布图极独特，RECIST阈值线+PR/CR标注，临床级标准
6742	Kantar Information	堆叠柱状图	信息消费时长渠道构成	1	2	1	1	2	7	堆叠柱+渠道构成常见，但多渠道对比模式可广泛复用
344	Uber	热力地图	实时出行热力地图	2	1	2	2	2	9	城市热力图独特，三层阅读路径设计精妙，但仅适用于地理场景
2964	UNCTAD	气泡演变图	FDI流向演变	1	2	1	1	2	7	气泡演变+FDI组合较常见，字段简洁但不够独特
1339	联合国开发计划署	堆叠条形图	HDI排名维度分解	2	2	2	2	2	10	三维度分解堆叠条独特，中国高亮+极高HDI阈值线，叙事完整
12883	广告	柱状图	广告主支出	1	2	1	1	2	7	水平柱排行常见，字段精简但缺乏设计深度
7177	PTC Digital	瀑布图	数字孪生ROI来源拆解	2	2	1	1	2	8	数字孪生ROI瀑布较独特，投入→价值→ROI阅读路径清晰
1114	NYT	分组条形图	美国主要城市无家可归者	2	1	2	2	2	9	NYT级分组条形独特，政策变化标注+增长幅度，但仅适用于城市对比
12628	WIPO	柱状图	专利申请	1	2	1	1	2	7	水平柱排行与12883/12150高度雷同，字段模板化
8438	Kaiser Permanente	雷达图	整合医疗体系评估	1	2	1	1	2	7	五维医疗雷达与7309结构相似，但医疗场景有价值
13086	5G	面积图	5G应用	1	2	1	1	2	7	5G三场景面积图可复用但不够独特，字段模板化
9313	F1	瀑布图	F1预算帽分配	2	2	1	2	2	9	F1预算帽瀑布独特，预算帽线标注+累积路径清晰，体育管理可迁移
4374	Greenpeace	气泡地图	塑料微粒污染分布	2	1	2	2	2	9	气泡地图+污染组合独特，浓度梯度+类型着色设计精妙
1015	WaPo	条形+趋势线	校园枪击事件	2	1	2	2	2	9	WaPo条形+移动平均叠加独特，重大事件标注有叙事力
12150	AI框架	柱状图	开发者生态	1	2	1	1	2	7	水平柱排行与12883/12628高度雷同，仅数据源不同
4504	OECD	棒棒糖图	各国教育支出排名	1	2	1	1	2	7	棒棒图排名常见但可广泛复用，OECD均值标注有价值
11690	UNICEF	柱状图	用水困难	1	2	1	1	2	7	水平柱排行模板化，与多条雷同
995	IMF	瀑布+预测	全球公共债务前景	2	2	2	2	2	10	IMF级债务瀑布独特，驱动因素分解+预测虚线，政策级参考
10531	WHO	南丁格尔图	月度死亡统计	2	1	1	1	2	7	南丁格尔图独特但适用场景窄，字段精简
11072	FAO	折线图	粮价指数	1	2	1	1	2	7	简单折线图常见，峰值标注模式可复用但不够独特
11697	WHO	瀑布图	自付负担	1	2	1	1	2	7	瀑布图+医疗减免费常见模式，字段模板化
10291	IMF	面积图	债务积累	1	2	1	1	2	7	堆叠面积+债务常见，字段模板化
4513	WHO	热力图	全球疾病负担矩阵	2	2	2	2	2	10	国家×疾病热力矩阵独特，红黄绿严重度梯度设计完整
9839	IMF	面积图	资本流动	1	2	1	1	2	7	堆叠面积+资本流动与10291结构雷同，仅主题不同
6796	WHO	热力图	全球疾病负担国别矩阵	1	2	1	1	2	7	与4513高度雷同，同主题同图型，删除不影响覆盖
13541	IEA	柱状图	能源投资	1	2	1	1	2	7	水平柱排行模板化，与多条雷同
1213	FAO	棒棒糖+目标线	全球饥饿指数十年变化	2	2	2	2	2	10	棒棒糖+变化幅度+零饥饿目标线独特，改善/恶化双色叙事完整
691	IMF	瀑布图	债务可持续性分析	2	2	2	2	2	10	宏观经济因素瀑布独特，恶化/改善双色+贡献度标注，政策级
2428	UNESCO	地图	世界遗产分布地图	2	1	1	1	2	7	遗产地图独特但适用场景窄，字段不够详细
11866	WHO	瀑布图	疫苗覆盖	1	2	1	1	2	7	流失瀑布常见模式，字段模板化
9800	FT	瀑布图	汇率变动	1	2	1	1	2	7	汇率驱动瀑布常见模式，字段模板化
537	Visual Capitalist	气泡排名	全球锂产量气泡排名	2	2	2	2	2	10	气泡+用途色+产量排名三维度独特，颜色=用途设计巧妙
1759	Visual Capitalist	气泡图	全球最富有vs最贫穷国家	2	2	1	2	2	9	GDP vs 中位数财富双维度定位独特，三色分组清晰
048	Bloomberg	仪表盘	实时交易量vs容量	2	1	1	2	2	8	仪表盘独特但适用场景极窄，实时监控场景专用
9818	Economist	柱状图	政府开支结构	1	2	1	1	2	7	堆叠柱+政府开支常见，OECD均值标注有价值
11792	FT	瀑布图	贸易冲击	1	2	1	1	2	7	冲击传导瀑布常见模式，字段模板化
10518	Economist	气泡图	人口红利	2	2	1	2	2	9	抚养比×增速×人口三维度气泡独特，四象限标签设计好
10862	Bloomberg	瀑布图	指数收益	1	2	1	1	2	7	成分股贡献瀑布常见模式，字段模板化
9810	WSJ	瀑布图	家庭收支变化	1	2	1	1	2	7	收支瀑布常见模式，字段模板化
1063	Economist	气泡地图	全球食品价格危机	2	1	2	2	2	9	气泡地图+食品涨幅+预算占比三维度独特，低收国家高亮有叙事力
960	Reuters	桑基图	全球难民流向	2	2	2	2	2	10	桑基+难民流向独特，带宽=人数+来源/目的地标注，设计完整
512	Visual Capitalist	等值区域+气泡	全球碳排放双层地图	2	1	2	2	2	9	双层地图（总量+人均）独特，设计概念先进但地理场景专用
760	Bloomberg	波动率微笑	期权波动率微笑曲线	2	1	2	2	2	9	金融专业图表独特，ATM点+偏斜标注，但仅适用于期权场景
9739	Bloomberg	分组柱状图	行业估值比较	1	2	1	1	2	7	PE/PB分组柱常见，行业中位标注有价值
515	Reuters	条形图	伊朗战争推高物价分解	2	2	2	2	2	10	红色高亮最大涨幅+灰化其余设计独特，基价+涨幅双标注完整
